chapter,questions,label
42,what are some ways to reduce household water use?,0
42,water conservation is a,0
42,what are some ways to save water?,0
42,which of the following is a way to reduce the amount of water needed?,0
43,the coast of south america fits closely to this continent like a puzzle piece.,1
43,this scientist introduced the idea of continental drift.,1
43,which of these statements supports continental drift?,1
43,the mountain ranges in the appalachians are similar to mountain ranges in,1
43,the leading hypothesis of the day was that earth was a,0
43,the similarities between the Appalachians and the eastern greenland mountain ranges are evidence,0
43,the ice sheets on the earth were,0
43,glaciers today form only on land and near the,0
43,which of the following is true about continental drift?,0
43,the appalachians are similar mountain ranges in,0
43,evidence to support the hypothesis that the continents had once been joined,0
43,fossils and coal drifted to new locations on the continents.,0
44,an index fossil should,1
44,"to determine that similar rock layers spread over a large area are actually the same rock unit, try to identify",1
44,a key bed must,1
44,which of the following is good for correlation?,1
44,the thin clay with a high concentration of iridium correlates with,1
44,which statement about a rock unit is true?,0
44,how do geologists determine the distance between rock layers?,0
44,which of the following is a useful index fossil?,0
44,which of the following is a fossil?,0
44,a biozone is a,0
44,which of the following is a key bed?,0
44,which of the following is a comparison of the White Cliffs of Dover?,0
44,an index fossil must,0
44,which of the following is a way to get a picture of a sand,0
44,the mass extinction of the earth occurred when,0
45,deep ocean circulation is driven by differences in,1
45,"what helps to bring cool, nutrient-rich water to the surface?",1
45,"along the coast of south america, a tremendous ecosystem grows due to __________ along the coast.",1
45,"if salt is added to a volume of water, the water is",0
45,which of the following is a definition of heat?,0
45,changes in seawater temperature and salinity take place at the,0
45,the sands of the atlantic ocean are pushed away by,0
45,the equatorial oceans,0
45,"when water is cooled, the molecules move",0
46,a fault offsets three older sedimentary rock layers. this displays the principle of,1
46,which of the following is true about layers of a rock?,0
46,which of the following is a key to determining the sequence of events that lead to,0
47,parallax is used to measure the distance of,1
47,"to determine the properties of a distance star, astronomers compare that star to",1
47,"to determine the distance of a star that is far away, astronomers",1
47,parallax is a condition that occurs when the finger is held,0
47,parallax is too small to measure the distance to,0
47,"if a star has properties similar to the sun, then it should be about",0
47,distances to stars that are relatively close to us can be measured using,0
47,which of the following is a method of astronomy?,0
47,what is the difference between the two types of sandstone?,0
48,earth is known as the water planet. the oceans contain this much of the planets water.,1
48,most of the earths fresh water supply is found where?,1
48,the amount of time a molecule stays in a reservoir.,1
48,most fresh water trapped are found in glaciers and ice sheets in,1
48,a water molecule may,0
48,how much does it cost to live in poverty?,0
48,Earths oceans contain,0
48,The distribution of earths water,0
48,water with low concentrations of salts is,0
48,"a storage location for water such as an ocean, glacier, pond, or even",0
48,how much of the fresh water is in the ocean?,0
48,most fresh water is trapped as ice in,0
49,what qualities define a planet?,1
49,why was pluto thought to be a planet when it was first observed through a telescope in 1930?,1
49,which is the largest known dwarf planet in the solar system?,1
49,a dwarf planet was discovered in,0
49,which of the following is a way to get a picture of a sand,0
49,Ceres,0
49,ptolemy,0
49,which of the following is true about Pluto?,0
49,what is the main reason for the extinction of the dinosaurs?,0
50,earths first atmosphere was made of,1
50,gases from the early earth,1
50,"in the early atmosphere, a lot of water vapor, carbon dioxide, methane, ammonia, nitrogen and other volatiles came from",1
50,what do banded-iron formations represent?,1
50,what is the first known ocean?,0
50,"in the early atmosphere, oxygen only appeared when sunlight split water molecules into",0
50,volcanic outgassing was a source of,0
50,the oxygen catastrophe occurred about,0
50,"when earth was new and very small, solar wind",0
50,which of the following is true about animals?,0
50,the atmosphere in the atlantic ocean contained,0
50,the early oceans,0
51,"compared with fossils in younger rocks, fossils in older rocks are",1
51,"by knowing something about the type of organism a fossil was, geologists can determine",1
51,_______ can be used to identify a specific period of time.,1
51,geologists find ancient coal beds in antarctica. the one thing they can really know from this is that,1
51,geologists know that the Antarctic continent,0
51,which of the following is a characteristic of a fossil?,0
51,modern technology has allowed scientists to,0
51,fossil records show,0
51,fossils are,0
51,a rock layer,0
51,fossils in older rocks are,0
51,what is the type of organism that a fossil is?,0
52,scientists know which layer of the core is liquid and which is solid because,1
52,which of these help to verify the composition of earths core?,1
52,the core is still extremely hot due to,1
52,which of the following is true?,0
52,the density of earths surface layers is,0
52,the core of a tungsten-ion battery is,0
52,scientists know that the outer core of the earth is,0
52,the strong magnetic field is caused by,0
52,"if earths core were not metal, it would not have a magnetic field.",0
53,what generates earths magnetic field?,1
53,earths magnetic field,1
53,the outer core is made of,1
53,which of these is a possibility for why earths magnetic field has flipped?,1
53,what happens when the north pole becomes the south pole?,0
53,scientists are not sure why this happens.,0
53,Earths magnetic field,0
53,the magnetic field on earth comes from,0
53,Earths magnetic field has flipped,0
53,Earths magnetic field,0
53,Earths magnetic field,0
53,which hypothesis is not supported by much data?,0
54,earths shape is,1
54,between the equator and the north pole is earths,1
54,earths hemispheres are,1
54,how do scientists prove that the earth is round?,0
54,the equator is bulging because,0
